USERID,DATE,START_TIME,END_TIME
sd13519,2019-02-18,4:40:03 PM,4:46:23 PM
sd13519,2019-02-18,4:47:25 PM,4:48:22 PM
sd13519,2019-02-18,4:48:41 PM,4:51:24 PM
sd13519,2019-02-18,6:17:42 PM,10:14:01 AM
sd13519,2019-02-19,5:56:48 PM,7:17:51 PM
sd13519,2019-02-20,10:38:58 AM,10:40:36 AM
sd13519,2019-02-20,10:41:03 AM,10:41:29 AM
sd13519,2019-02-20,10:48:21 AM,11:01:24 AM
sd13519,2019-02-20,3:55:27 PM,3:55:35 PM
sd13519,2019-02-20,3:56:56 PM,4:33:45 PM
sd13519,2019-02-20,5:01:30 PM,5:04:37 PM
sd13519,2019-02-20,5:04:52 PM,5:05:40 PM
sd13519,2019-02-20,5:05:55 PM,5:07:07 PM
sd13519,2019-02-20,5:07:22 PM,5:56:58 PM
sd13519,2019-02-20,6:37:35 PM,6:48:46 PM
sd13519,2019-02-20,6:49:04 PM,6:50:01 PM
sd13519,2019-02-20,6:50:16 PM,9:02:20 PM
sd13519,2019-02-21,10:52:59 AM,10:55:59 AM
sd13519,2019-02-21,10:56:15 AM,11:00:43 AM
sd13519,2019-02-21,11:32:33 AM,11:33:17 AM
sd13519,2019-02-21,11:33:33 AM,11:34:19 AM
sd13519,2019-02-21,12:12:33 PM,12:23:20 PM
sd13519,2019-02-21,12:25:52 PM,12:26:18 PM
sd13519,2019-02-21,12:33:09 PM,12:33:25 PM
sd13519,2019-02-21,12:33:09 PM,12:33:25 PM
sd13519,2019-02-21,1:26:46 PM,1:27:45 PM
sd13519,2019-02-21,1:28:01 PM,1:28:53 PM
sd13519,2019-02-21,1:29:09 PM,1:30:23 PM
sd13519,2019-02-21,1:30:39 PM,1:32:03 PM
sd13519,2019-02-21,1:32:22 PM,1:38:04 PM
sd13519,2019-02-21,1:43:05 PM,1:43:51 PM
sd13519,2019-02-21,1:44:07 PM,1:48:26 PM
sd13519,2019-02-21,2:35:11 PM,2:36:37 PM
sd13519,2019-02-21,2:35:11 PM,2:36:37 PM
sd13519,2019-02-21,2:38:12 PM,2:39:08 PM
sd13519,2019-02-21,2:42:29 PM,2:42:31 PM
sd13519,2019-02-21,2:42:29 PM,2:42:31 PM
sd13519,2019-02-21,2:42:52 PM,2:46:17 PM
sd13519,2019-02-21,2:46:31 PM,2:46:55 PM
sd13519,2019-02-21,5:22:10 PM,5:27:12 PM
sd13519,2019-02-27,6:53:52 PM,7:08:19 PM
sd13519,2019-02-28,4:47:40 PM,5:04:45 PM
sd13519,2019-02-28,5:05:05 PM,5:07:29 PM
sd13519,2019-02-28,5:07:44 PM,5:12:36 PM
sd13519,2019-02-28,6:04:39 PM,6:58:37 PM
sd13519,2019-02-28,6:04:39 PM,6:58:37 PM
sd13519,2019-02-28,7:14:43 PM,7:14:44 PM
sd13519,2019-02-28,7:14:43 PM,7:14:45 PM
sd13519,2019-02-28,7:14:43 PM,7:14:45 PM
sd13519,2019-02-28,7:14:43 PM,7:14:45 PM
sd13519,2019-02-28,7:14:43 PM,7:14:45 PM
sd13519,2019-02-28,7:18:05 PM,10:48:40 AM
sd13519,2019-02-28,7:18:05 PM,10:48:40 AM
sd13519,2019-02-28,7:18:05 PM,10:48:40 AM
sd13519,2019-03-06,9:39:49 AM,9:41:21 AM
sd13519,2019-03-06,9:44:04 AM,9:47:17 AM
sd13519,2019-03-06,9:47:52 AM,12:40:06 PM
sd13519,2019-03-06,3:45:00 PM,4:20:51 PM
sd13519,2019-03-07,12:45:08 PM,12:46:28 PM
sd13519,2019-03-07,3:16:03 PM,3:17:09 PM
sd13519,2019-03-07,3:16:03 PM,3:17:09 PM
sd13519,2019-03-07,3:21:55 PM,3:44:47 PM
sd13519,2019-03-07,6:27:44 PM,6:37:27 PM
sd13519,2019-03-07,7:05:27 PM,7:08:55 PM
sd13519,2019-03-08,9:49:58 AM,10:36:23 AM
sd13519,2019-03-08,10:36:43 AM,11:39:37 AM
sd13519,2019-03-08,3:46:52 PM,7:29:03 PM
sd13519,2019-03-11,7:57:51 PM,8:24:52 PM
sd13519,2019-03-12,3:43:15 PM,3:58:39 PM
sd13519,2019-03-15,11:06:04 AM,11:38:04 AM
sd13519,2019-03-16,2:05:22 PM,2:05:22 PM
sd13519,2019-03-16,2:05:22 PM,2:05:22 PM
sd13519,2019-03-16,2:05:22 PM,2:05:22 PM
sd13519,2019-03-16,2:05:22 PM,2:05:22 PM
sd13519,2019-03-16,2:05:22 PM,2:05:23 PM
sd13519,2019-03-16,2:05:22 PM,2:05:23 PM
sd13519,2019-03-16,2:05:42 PM,2:06:14 PM
sd13519,2019-03-16,2:09:32 PM,8:24:56 PM
sd13519,2019-03-16,2:09:32 PM,8:24:56 PM
sd13519,2019-03-16,2:09:32 PM,8:24:56 PM
sd13519,2019-03-18,10:25:45 AM,10:25:46 AM
sd13519,2019-03-18,10:25:45 AM,10:25:46 AM
sd13519,2019-03-18,10:40:09 AM,10:40:34 AM
sd13519,2019-03-18,10:40:09 AM,10:40:34 AM
sd13519,2019-03-18,1:50:27 PM,1:56:39 PM
sd13519,2019-03-18,2:13:34 PM,2:15:17 PM
sd13519,2019-03-18,2:15:36 PM,2:43:57 PM
sd13519,2019-03-18,2:44:10 PM,3:01:33 PM
sd13519,2019-03-18,5:51:08 PM,5:54:17 PM
sd13519,2019-03-19,12:13:06 PM,12:13:07 PM
sd13519,2019-03-19,12:13:06 PM,12:13:07 PM
sd13519,2019-03-19,1:06:01 PM,1:06:01 PM
sd13519,2019-03-19,1:06:01 PM,1:06:01 PM
sd13519,2019-03-19,1:09:46 PM,1:09:59 PM
sd13519,2019-03-19,1:09:46 PM,1:09:59 PM
sd13519,2019-03-19,1:09:46 PM,1:09:59 PM
sd13519,2019-03-19,1:24:37 PM,3:52:50 PM
sd13519,2019-03-19,4:56:57 PM,4:58:31 PM
sd13519,2019-03-19,5:00:10 PM,5:00:30 PM
sd13519,2019-03-19,5:00:10 PM,5:00:30 PM
sd13519,2019-03-19,5:33:15 PM,5:33:30 PM
sd13519,2019-03-19,5:33:15 PM,5:33:31 PM
sd13519,2019-03-19,5:33:15 PM,5:33:31 PM
sd13519,2019-03-19,5:33:15 PM,5:33:31 PM
sd13519,2019-03-19,5:34:19 PM,5:34:30 PM
sd13519,2019-03-19,5:36:14 PM,6:15:12 PM
sd13519,2019-03-19,6:36:25 PM,6:36:44 PM
sd13519,2019-03-19,6:36:25 PM,6:36:44 PM
sd13519,2019-03-19,6:39:04 PM,6:39:18 PM
sd13519,2019-03-19,6:44:51 PM,6:44:58 PM
sd13519,2019-03-19,6:48:35 PM,6:49:45 PM
sd13519,2019-03-19,6:48:35 PM,6:49:45 PM
sd13519,2019-03-19,6:48:35 PM,6:49:45 PM
sd13519,2019-03-22,11:56:47 AM,11:56:47 AM
sd13519,2019-03-22,11:56:47 AM,11:56:48 AM
sd13519,2019-03-22,11:57:06 AM,12:06:21 PM
sd13519,2019-03-22,2:23:17 PM,2:23:37 PM
sd13519,2019-03-22,2:25:39 PM,2:31:59 PM
sd13519,2019-03-23,1:13:03 PM,1:22:29 PM
sd13519,2019-03-23,2:20:47 PM,2:22:54 PM
sd13519,2019-03-23,2:20:47 PM,2:22:55 PM
sd13519,2019-03-30,1:08:55 PM,1:12:29 PM
sd13519,2019-03-30,1:35:43 PM,1:36:21 PM
sd13519,2019-03-30,1:35:43 PM,1:36:21 PM
sd13519,2019-03-30,1:54:40 PM,1:54:41 PM
sd13519,2019-03-30,1:54:40 PM,1:54:41 PM
sd13519,2019-03-30,1:54:40 PM,1:54:41 PM
sd13519,2019-03-30,1:55:01 PM,2:00:08 PM
sd13519,2019-03-30,2:03:40 PM,2:04:13 PM
sd13519,2019-03-30,2:03:40 PM,2:04:13 PM
sd13519,2019-03-30,2:04:45 PM,2:06:40 PM
sd13519,2019-04-01,12:36:15 PM,12:42:04 PM
sd13519,2019-04-01,12:42:25 PM,12:43:28 PM
sd13519,2019-04-01,7:00:41 PM,7:08:37 PM
sd13519,2019-04-02,11:48:35 AM,11:49:52 AM
sd13519,2019-04-02,12:04:41 PM,12:11:52 PM
sd13519,2019-04-02,12:51:27 PM,1:01:06 PM
sd13519,2019-04-02,12:51:27 PM,1:01:06 PM
sd13519,2019-04-02,12:51:27 PM,1:01:06 PM
sd13519,2019-04-02,6:08:09 PM,9:14:19 AM
sd13519,2019-04-03,10:59:13 AM,11:00:00 AM
sd13519,2019-04-03,10:59:13 AM,11:00:00 AM
sd13519,2019-04-03,11:00:38 AM,11:35:38 AM
sd13519,2019-04-03,5:55:51 PM,6:02:24 PM
sd13519,2019-04-03,5:55:51 PM,6:02:24 PM
sd13519,2019-04-03,7:18:57 PM,7:55:42 PM
sd13519,2019-04-03,7:18:57 PM,7:55:42 PM
sd13519,2019-04-03,7:18:57 PM,7:55:42 PM
sd13519,2019-04-03,7:18:57 PM,7:55:42 PM
sd13519,2019-04-03,7:56:18 PM,8:17:13 PM
sd13519,2019-04-04,2:04:02 PM,3:41:26 PM
sd13519,2019-04-04,3:58:55 PM,4:00:10 PM
sd13519,2019-04-04,3:58:55 PM,4:00:10 PM
sd13519,2019-04-04,5:08:43 PM,6:36:32 PM
sd13519,2019-04-10,12:07:25 PM,1:38:08 PM
sd13519,2019-04-10,12:07:25 PM,1:38:08 PM
sd13519,2019-04-10,12:07:25 PM,1:38:08 PM
sd13519,2019-04-10,12:07:25 PM,1:38:08 PM
sd13519,2019-04-10,12:07:25 PM,1:38:08 PM
sd13519,2019-04-10,12:07:25 PM,1:38:08 PM
sd13519,2019-04-10,1:40:05 PM,2:01:54 PM
sd13519,2019-04-10,2:02:57 PM,2:05:54 PM
sd13519,2019-04-10,2:06:09 PM,2:07:27 PM
sd13519,2019-04-10,2:07:48 PM,2:35:34 PM
sd13519,2019-04-10,2:36:48 PM,3:09:56 PM
sd13519,2019-04-23,11:09:42 AM,11:24:11 AM
sd13519,2019-04-23,11:25:38 AM,12:18:51 PM
sd13519,2019-04-23,12:19:14 PM,12:21:25 PM
sd13519,2019-04-23,12:38:06 PM,1:33:54 PM
sd13519,2019-04-23,1:53:57 PM,1:54:09 PM
sd13519,2019-04-23,1:53:57 PM,1:54:09 PM
sd13519,2019-04-23,1:53:57 PM,1:54:09 PM
sd13519,2019-04-23,2:05:54 PM,2:47:33 PM
sd13519,2019-04-23,3:25:23 PM,4:20:52 PM
sd13519,2019-04-23,3:25:23 PM,4:20:52 PM
sd13519,2019-04-23,7:48:24 PM,7:49:52 PM
sd13519,2019-04-23,7:48:24 PM,7:49:52 PM
sd13519,2019-04-23,7:58:12 PM,11:38:45 AM
sd13519,2019-04-23,7:58:12 PM,11:38:46 AM
sd13519,2019-04-23,7:58:12 PM,11:38:46 AM
sd13519,2019-04-23,7:58:12 PM,11:38:46 AM
sd13519,2019-04-23,7:58:12 PM,11:38:46 AM
sd13519,2019-04-24,11:57:45 AM,11:57:45 AM
sd13519,2019-04-24,11:57:45 AM,11:57:45 AM
sd13519,2019-04-24,11:58:12 AM,1:16:37 PM
sd13519,2019-04-24,2:20:19 PM,2:20:41 PM
sd13519,2019-04-24,2:35:16 PM,2:35:17 PM
sd13519,2019-04-24,2:35:16 PM,2:35:17 PM
sd13519,2019-04-24,2:35:16 PM,2:35:17 PM
sd13519,2019-04-24,2:35:16 PM,2:35:17 PM
sd13519,2019-04-24,2:35:37 PM,2:55:43 PM
sd13519,2019-04-24,3:36:42 PM,4:59:57 PM
sd13519,2019-04-24,3:36:42 PM,4:59:57 PM
sd13519,2019-04-24,5:07:07 PM,5:11:23 PM
sd13519,2019-04-24,5:07:07 PM,5:11:24 PM
sd13519,2019-04-24,6:44:27 PM,6:46:35 PM
sd13519,2019-04-24,6:52:48 PM,6:52:52 PM
sd13519,2019-04-24,6:52:48 PM,6:52:52 PM
sd13519,2019-04-24,6:52:48 PM,6:52:52 PM
sd13519,2019-04-24,6:55:47 PM,6:56:15 PM
sd13519,2019-04-24,6:55:47 PM,6:56:15 PM
sd13519,2019-04-24,6:57:24 PM,7:01:19 PM
sd13519,2019-04-24,7:01:40 PM,7:03:58 PM
sd13519,2019-04-24,7:05:06 PM,7:06:23 PM
sd13519,2019-05-23,10:52:47 AM,11:03:57 AM
sd13519,2019-05-28,11:22:26 AM,11:22:39 AM
sd13519,2019-05-28,11:22:26 AM,11:22:39 AM
sd13519,2019-05-29,2:59:17 PM,3:25:52 PM
sd13519,2019-06-04,11:53:07 AM,12:00:53 PM
sd13519,2019-06-04,12:01:55 PM,1:06:13 PM
sd13519,2019-06-04,12:01:55 PM,1:06:13 PM
sd13519,2019-07-16,3:33:14 PM,4:12:07 PM
sd13519,2019-07-16,4:12:40 PM,4:51:29 PM
sd13519,2019-07-19,5:37:26 PM,10:33:38 AM
sd13519,2019-08-26,2:34:40 PM,2:34:40 PM
sd13519,2019-08-26,2:40:39 PM,6:18:22 PM
sd13519,2019-08-26,2:40:39 PM,6:18:22 PM
sd13519,2019-08-27,12:18:30 PM,6:47:35 PM
sd13519,2019-08-27,12:18:30 PM,6:47:35 PM
sd13519,2019-08-28,6:09:08 PM,7:02:23 PM
sd13519,2019-08-29,10:36:27 AM,10:38:55 AM
sd13519,2019-08-29,10:36:27 AM,10:38:55 AM
sd13519,2019-08-29,10:43:41 AM,10:43:56 AM
sd13519,2019-08-29,10:43:41 AM,10:43:56 AM
sd13519,2019-08-29,10:44:27 AM,5:53:26 PM
sd13519,2019-08-29,5:53:50 PM,6:31:26 PM
sd13519,2019-08-30,11:00:12 AM,11:03:06 AM
sd13519,2019-08-30,11:10:27 AM,1:10:52 PM
sd13519,2019-08-30,1:11:10 PM,1:11:55 PM
sd13519,2019-08-30,1:12:35 PM,1:12:53 PM
sd13519,2019-08-30,1:12:35 PM,1:12:53 PM
sd13519,2019-08-30,1:15:54 PM,2:37:17 PM
sd13519,2019-08-30,2:37:39 PM,3:08:54 PM
sd13519,2019-08-30,3:09:10 PM,3:11:54 PM
sd13519,2019-08-30,3:12:14 PM,3:13:22 PM
sd13519,2019-08-30,3:14:13 PM,3:14:43 PM
sd13519,2019-08-30,3:15:43 PM,3:20:12 PM
sd13519,2019-08-30,3:20:26 PM,3:24:45 PM
sd13519,2019-08-30,3:25:44 PM,3:26:03 PM
sd13519,2019-08-30,3:26:45 PM,3:45:44 PM
sd13519,2019-08-30,3:45:59 PM,3:46:39 PM
sd13519,2019-08-30,5:22:46 PM,5:30:51 PM
sd13519,2019-08-30,5:31:11 PM,6:01:57 PM
sd13519,2019-08-30,6:02:41 PM,6:03:29 PM
sd13519,2019-08-30,6:16:43 PM,6:23:40 PM
sd13519,2019-08-30,6:23:58 PM,6:29:27 PM
sd13519,2019-09-03,11:11:48 AM,11:23:59 AM
sd13519,2019-09-03,1:15:58 PM,1:19:13 PM
sd13519,2019-09-03,3:09:12 PM,3:10:47 PM
sd13519,2019-09-03,3:19:45 PM,3:21:06 PM
sd13519,2019-09-03,3:21:28 PM,4:12:04 PM
sd13519,2019-09-03,4:12:19 PM,5:09:54 PM
sd13519,2019-09-03,5:10:14 PM,5:10:35 PM
sd13519,2019-09-03,5:11:04 PM,5:11:19 PM
sd13519,2019-09-03,5:12:28 PM,5:12:54 PM
sd13519,2019-09-03,5:14:03 PM,5:14:17 PM
sd13519,2019-09-03,5:14:49 PM,7:04:10 PM
sd13519,2019-09-04,11:02:05 AM,11:36:31 AM
sd13519,2019-09-04,11:36:47 AM,11:37:01 AM
sd13519,2019-09-04,11:39:09 AM,11:43:40 AM
sd13519,2019-09-04,11:44:23 AM,12:37:49 PM
sd13519,2019-09-04,12:38:07 PM,12:38:54 PM
sd13519,2019-09-04,1:03:33 PM,1:07:27 PM
sd13519,2019-09-04,1:26:24 PM,4:06:38 PM
sd13519,2019-09-04,1:26:24 PM,4:06:38 PM
sd13519,2019-09-04,4:19:18 PM,4:26:18 PM
sd13519,2019-09-04,4:19:18 PM,4:26:18 PM
sd13519,2019-09-04,4:26:38 PM,4:42:04 PM
sd13519,2019-09-04,4:42:30 PM,4:45:00 PM
sd13519,2019-09-04,4:45:16 PM,4:49:43 PM
sd13519,2019-09-04,5:15:01 PM,6:48:48 PM
sd13519,2019-09-05,12:10:22 PM,12:41:09 PM
sd13519,2019-09-09,12:16:09 PM,12:26:05 PM
sd13519,2019-09-09,12:29:14 PM,12:29:22 PM
sd13519,2019-09-09,12:29:14 PM,12:29:22 PM
sd13519,2019-09-09,12:29:54 PM,12:30:15 PM
sd13519,2019-09-09,12:31:03 PM,6:30:03 PM
sd13519,2019-09-09,6:30:29 PM,6:31:36 PM
sd13519,2019-09-10,5:59:33 PM,6:44:21 PM
sd13519,2019-09-11,11:44:45 AM,12:41:37 PM
sd13519,2019-09-11,3:01:38 PM,6:29:34 PM
sd13519,2019-09-13,11:47:24 AM,11:53:50 AM
sd13519,2019-09-13,11:54:49 AM,11:59:34 AM
sd13519,2019-09-13,11:59:52 AM,12:01:21 PM
sd13519,2019-09-13,12:01:35 PM,12:02:50 PM
sd13519,2019-09-13,12:03:06 PM,12:04:59 PM
sd13519,2019-09-13,12:05:15 PM,12:07:30 PM
sd13519,2019-09-13,12:07:46 PM,12:09:19 PM
sd13519,2019-09-13,1:24:55 PM,1:32:48 PM
sd13519,2019-09-13,1:36:16 PM,1:40:31 PM
sd13519,2019-09-13,1:44:41 PM,1:46:41 PM
sd13519,2019-09-13,1:46:56 PM,1:51:02 PM
sd13519,2019-09-13,1:51:59 PM,1:54:04 PM
sd13519,2019-09-13,1:54:28 PM,1:58:34 PM
sd13519,2019-09-13,1:58:50 PM,2:02:12 PM
sd13519,2019-09-13,2:02:31 PM,2:03:25 PM
sd13519,2019-09-13,2:05:51 PM,2:15:13 PM
sd13519,2019-09-13,2:17:05 PM,2:19:01 PM
sd13519,2019-09-13,2:19:34 PM,2:21:26 PM
sd13519,2019-09-13,2:22:18 PM,2:23:34 PM
sd13519,2019-09-13,2:23:48 PM,2:25:31 PM
sd13519,2019-09-13,2:25:45 PM,2:27:00 PM
sd13519,2019-09-13,2:28:15 PM,2:31:59 PM
sd13519,2019-09-13,2:33:14 PM,2:33:58 PM
sd13519,2019-09-13,2:33:14 PM,2:33:58 PM
sd13519,2019-09-13,2:34:18 PM,2:36:22 PM
sd13519,2019-09-13,2:36:38 PM,2:38:03 PM
sd13519,2019-09-13,2:38:16 PM,2:38:49 PM
sd13519,2019-09-13,2:39:47 PM,2:41:27 PM
sd13519,2019-09-13,2:41:41 PM,2:42:59 PM
sd13519,2019-09-13,2:43:13 PM,2:45:34 PM
sd13519,2019-09-13,2:45:52 PM,2:47:32 PM
sd13519,2019-09-13,2:47:48 PM,2:48:25 PM
sd13519,2019-09-13,2:50:00 PM,2:50:00 PM
sd13519,2019-09-13,2:50:00 PM,2:50:01 PM
sd13519,2019-09-13,2:50:24 PM,2:51:32 PM
sd13519,2019-09-13,2:52:19 PM,2:53:09 PM
sd13519,2019-09-13,2:53:22 PM,3:56:35 PM
sd13519,2019-09-13,3:57:50 PM,4:00:40 PM
sd13519,2019-09-13,4:01:04 PM,4:08:43 PM
sd13519,2019-09-13,4:17:07 PM,4:41:44 PM
sd13519,2019-09-13,5:21:46 PM,5:26:10 PM
sd13519,2019-09-13,5:26:32 PM,5:28:39 PM
sd13519,2019-09-13,5:28:55 PM,5:31:08 PM
